C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_25_573.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_25_573.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_25_573.jpg,0,0.4,0,30.03814
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_25_641.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_25_641.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_25_641.jpg,0.2,0.4,0,30.02717
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_25_763.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_25_763.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_25_763.jpg,0.5000001,0.4,0,29.99288
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_25_860.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_25_860.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_25_860.jpg,0.7500002,0.4,0,29.87254
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_25_946.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_25_946.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_25_946.jpg,0.9500002,0.4,0,29.6844
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_022.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_022.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_022.jpg,1,0.4,0,29.47977
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_103.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_103.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_103.jpg,1,0.4,0,29.3662
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_202.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_202.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_202.jpg,0,0.4,0,29.35134
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_272.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_272.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_272.jpg,0,0.4,0,29.40358
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_346.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_346.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_346.jpg,0,0.4,0,29.49516
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_414.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_414.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_414.jpg,0,0.4,0,29.59459
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_482.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_482.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_482.jpg,0,0.4,0,29.74435
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_583.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_583.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_583.jpg,-0.2,0.4,0,29.90225
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_684.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_684.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_684.jpg,0,0.4,0,30.01053
C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\center_2026_05_16_12_56_26_783.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\left_2026_05_16_12_56_26_783.jpg,C:\Users\acer\Documents\GitHub\temporal-xai-driving\examples\IMG\right_2026_05_16_12_56_26_783.jpg,0,0.4,0,30.03683
